Query       	qlen	Templa 	alnlen	preTMS	preTMS2	Z-score	SID	Description
WP_010937583.1	123	4OC8_B	115	0.6952	0.2583	4.198	10.4%	| restriction endonuclease AspBHI; DNA Cleavage, DNA Restriction Enzymes; HET: PO4; 2.884A {Azoarcus sp.}
WP_010938727.1	121	3BY7_B	96	0.6948	0.8224	5.965	26.0%	| uncharacterized protein; METAGENOMICS, STRUCTURAL GENOMICS, JOINT CENTER; HET: MSE; 2.6A {uncultured marine organism}
WP_010940676.1	178	7AE6_B	141	0.6940	0.7760	5.070	9.2%	| HEPN toxin; toxin-antitoxin system, MNT-HEPN, AMPylation, TOXIN; HET: EDO, AMP; 1.65A {Aphanizomenon flos-aquae 2012/KM1/D3}
WP_010939481.1	223	5CY2_F	184	0.6937	0.7904	7.033	10.9%	| Transposon Tn3 resolvase/DNA Complex; DNA recombinase repressor DNA binding; 4.0A {Escherichia coli}
WP_010939025.1	72	1Y6U_A	68	0.6935	0.7092	4.620	14.7%	| Excisionase from transposon Tn916; DNA architectural protein, Tyrosine recombinase; NMR {Enterococcus faecalis}
WP_010939495.1	89	1RR7_A	76	0.6925	0.5031	4.338	26.3%	| Middle operon regulator; Mor, TRANSCRIPTION; 2.2A {Enterobacteria phage Mu} SCOP: a.4.1.14
WP_014524341.1	315	4NV2_A	257	0.6918	0.7425	9.119	13.2%	| VKORC1/thioredoxin domain protein; four helix bundle, oxidoreductase, Thioredoxin-like; HET: U10; 3.61A {Synechococcus sp.}
WP_010939276.1	215	2P3P_A	178	0.6881	0.7115	8.093	11.8%	| Hypothetical protein; MCSG, hypothetical protein, MAD, PSI-2; HET: MSE; 1.76A {Porphyromonas gingivalis W83} SCOP: d.383.1.1
WP_010940431.1	58	1NVP_D	58	0.6876	0.4159	3.437	12.1%	| TATA box binding protein, Transcription; TRANSCRIPTION REGULATION, DNA, COMPLEX, TRANSCRIPTION-DNA; 2.1A {Homo sapiens} SCOP: a.32.1.1, b.56.1.1
WP_010939290.1	51	2HU9_A	48	0.6853	0.3209	4.362	29.2%	| Mercuric transport protein periplasmic component; copper chaperone, iron-sufur protein, CopZ; 1.78A {Archaeoglobus fulgidus}
WP_010937707.1	183	5HR4_J	178	0.6838	0.1675	6.150	12.9%	| MmeI/DNA Complex; DNA-protein complex, Restriction-Modification enzyme, Hydrolase-DNA; HET: SFG; 2.5964A {Methylophilus methylotrophus}
WP_011792814.1	102	2OFG_X	88	0.6825	0.6340	3.953	12.5%	| Zinc-transporting ATPase (E.C.3.6.3.5); FERREDOXIN-LIKE FOLD, BETA-ALPHA-BETA-BETA-ALPHA-BETA, STRUCTURAL GENOMICS; NMR {Synechocystis sp.}
WP_010939870.1	133	3J4U_K	126	0.6812	0.6535	4.489	17.5%	| major capsid protein, cementing protein; protein topology, cryoEM, VIRUS; 3.5A {Bordetella phage BPP-1}
WP_010938436.1	62	1UKL_E	59	0.6812	0.6892	2.991	15.3%	| Importin beta-1 subunit/Sterol regulatory element; Transcription factor, Nuclear transport factor; HET: MSE; 3.0A {Mus musculus} SCOP: a.38.1.1
WP_010938751.1	248	1KMI_Z	189	0.6810	0.7806	6.151	24.3%	| Chemotaxis protein cheY, Chemotaxis protein; four-helix bundle, SIGNALING PROTEIN; HET: BCN; 2.9A {Escherichia coli} SCOP: h.4.11.1
WP_010938106.1	98	3MLF_B	92	0.6793	0.6151	5.458	7.6%	| transcriptional regulator; structural genomics, Helix-turn-helix XRE-family like; HET: MSE; 2.6A {Staphylococcus aureus subsp. aureus}
WP_010939042.1	135	3R1F_P	119	0.6771	0.6771	6.237	12.6%	| ESX-1 secretion-associated regulator EspR; helix-turn-helix, transcription factor, helix-turn-helix transcription; HET: MSE; 2.5A {Mycobacterium tuberculosis}
WP_010939475.1	126	6HPC_A	114	0.6765	0.6291	5.721	14.0%	| Antitoxin HicB; dna binding, helix-turn-helix, HTH, ANTITOXIN; HET: MSE; 2.26A {Escherichia coli 2-210-07_S3_C3}
WP_014524598.1	623	5OGL_A	577	0.6758	0.6022	12.206	7.5%	| Peptide-binding protein, Substrate mimicking peptide; Oligosaccharyltransferase, Complex, Protein N-glycosylation, Bacteria; HET: 9UB, PPN; 2.7A {Campylobacter lari (strain RM2100 / D67 / ATCC BAA-1060)}
WP_010939945.1	88	4MCX_C	85	0.6746	0.5925	5.145	9.4%	| Host inhibition of growth A; bacterial toxins, biofilms, cell metabolism; 2.1A {Proteus vulgaris}
WP_010939473.1	65	2QKD_A	65	0.6740	0.1458	3.864	18.5%	| Zinc finger protein ZPR1; HELICAL HAIRPINS, BETA HELIX, ANTI-PARRALLEL; 2.0A {Mus musculus}
WP_010938753.1	111	4LVL_A	111	0.6738	0.4313	4.011	7.2%	| Plasmid recombination enzyme; Protein-DNA complex, Pfam Family: Mob_Pre; 2.2A {Streptococcus agalactiae}
WP_010939428.1	119	2HG7_A	109	0.6734	0.7146	5.726	18.3%	| Phage-like element PBSX protein xkdW; Phage-like element PBSX protein xkdW; NMR {Bacillus subtilis} SCOP: d.186.2.1
WP_010938657.1	322	5L26_C	318	0.6729	0.5354	8.213	9.7%	| Nucleoside permease; transporter, nucleoside, elevator-type alternate access; HET: URI, 6ZL; 3.4A {Neisseria wadsworthii 9715}
WP_014524576.1	70	4L3I_A	70	0.6728	0.1257	3.848	12.9%	| Protein regulator of cytokinesis 1; Spectrin, Helical, Coiled-coil, Microtubule binding; 3.6005A {Homo sapiens}
WP_010940032.1	55	3HZ7_A	55	0.6695	0.4790	3.386	3.6%	| Uncharacterized protein; alpha-beta protein, Structural Genomics, PSI-2; HET: MSE; 2.0A {Desulfitobacterium hafniense}
WP_010937518.1	185	3FZ2_J	131	0.6674	0.9032	4.999	19.1%	| Minor tail protein U; Mixed Alpha-Beta fold, VIRAL PROTEIN; HET: MSE, SO4; 2.7A {Enterobacteria phage lambda}
WP_010940044.1	90	4OX0_B	90	0.6670	0.6048	4.316	8.9%	| Developmental protein SEPALLATA 3; coiled-coil, oligomerization domain, keratin-like domain; 2.49A {Arabidopsis thaliana}
WP_010940134.1	142	6R3E_B	132	0.6659	0.3869	4.153	9.8%	| DNA (cytosine-5)-methyltransferase 3B,DNA (cytosine-5)-methyltransferase 3B; DNMT3B PWWP DOMAIN, HISTONE BINDING; HET: SO4, 96H; 2.269A {Homo sapiens}
WP_011791684.1	295	6YII_A	265	0.6658	0.4084	7.972	12.8%	| Transcriptional regulator; ATP Complex, Class III adenylyl; HET: ATP, SO4; 1.44A {Pseudomonas aeruginosa}
WP_010940125.1	185	3FZ2_J	131	0.6657	0.9005	4.984	19.8%	| Minor tail protein U; Mixed Alpha-Beta fold, VIRAL PROTEIN; HET: MSE, SO4; 2.7A {Enterobacteria phage lambda}
WP_010939963.1	144	6R3E_B	133	0.6651	0.3892	4.256	10.5%	| DNA (cytosine-5)-methyltransferase 3B,DNA (cytosine-5)-methyltransferase 3B; DNMT3B PWWP DOMAIN, HISTONE BINDING; HET: SO4, 96H; 2.269A {Homo sapiens}
WP_010939987.1	124	6RAP_A	123	0.6648	0.5799	4.861	8.1%	| Afp1, Afp2, Afp3, Afp16; Anti-feeding prophage, secretion system, AFP; 3.3A {Serratia entomophila}
WP_010940302.1	343	6U4B_A	316	0.6625	0.4065	9.071	8.2%	| WbbM protein; Glycsoyltransferase, bifunctional, trimeric, WbbM, DUF4422; 2.1A {Klebsiella pneumoniae}
WP_164928112.1	142	6R3E_B	132	0.6623	0.3841	4.101	9.8%	| DNA (cytosine-5)-methyltransferase 3B,DNA (cytosine-5)-methyltransferase 3B; DNMT3B PWWP DOMAIN, HISTONE BINDING; HET: SO4, 96H; 2.269A {Homo sapiens}
WP_010940279.1	122	2Y1B_A	118	0.6608	0.6352	6.017	13.6%	| PUTATIVE OUTER MEMBRANE PROTEIN, SIGNAL; MEMBRANE PROTEIN, RCS, PHOSPHORELAY, MUCOIDITY; HET: I3C; 2.0A {ESCHERICHIA COLI}
WP_150103632.1	401	6HNJ_A	309	0.6604	0.8103	5.997	15.9%	| ABC-type transport system, sugar-family extracellular; Substrate binding protein, adhesin, tyrosine; HET: PGE, EDO; 1.8A {Peptoclostridium difficile 630}
WP_010938912.1	140	2KL4_A	118	0.6565	0.7512	4.946	9.3%	| BH2032 protein; NB7804A, BACILLUS HALODURANS, Structural Genomics; NMR {Bacillus halodurans}
WP_150103613.1	98	3MEM_A	98	0.6557	0.1830	4.460	13.3%	| Putative signal transduction protein; Structural Genomics, Joint Center for; HET: FMT; 2.25A {Marinobacter aquaeolei}
WP_010940558.1	180	4R2K_A	136	0.6538	0.3725	4.008	16.9%	| Universal stress protein E; Universal stress protein, HUP domain; HET: SO4, EDO; 1.97A {Salmonella enterica subsp. enterica serovar Typhimurium str. LT2}
WP_011791841.1	184	4LJR_B	157	0.6516	0.5583	4.693	14.0%	| DNA processing chain A; DNA processing A domain, Rossmann; 1.8A {Helicobacter pylori}
WP_010939028.1	133	1NO1_A	121	0.6514	0.6803	5.204	14.0%	| replisome organizer; helical bipartite natively; HET: MSE; 2.4A {Bacillus phage SPP1} SCOP: a.179.1.1
WP_010939266.1	130	2B0H_A	128	0.6507	0.6243	4.283	6.2%	| Talin-1; talin, vinculin, helical bundle, VBS; NMR {Mus musculus} SCOP: a.24.9.2
WP_010938122.1	199	2MII_A	175	0.6507	0.6565	5.244	11.4%	| Penicillin-binding protein activator LpoB; LpoB, PBP1B activator, peptidoglycan synthesis; NMR {Escherichia coli}
WP_014524535.1	252	3TCV_B	208	0.6503	0.6644	7.363	9.6%	| GCN5-related N-acetyltransferase (E.C.2.3.1.5); gram negative coccobacillus, brucellosis, acyl; 1.75A {Brucella melitensis biovar Abortus 2308}
WP_014524228.1	252	3C0U_B	177	0.6503	0.8787	7.314	18.1%	| Uncharacterized protein yaeQ; Escherichia coli, yaeQ, PSI-2, Protein; HET: SO4; 2.7A {Escherichia coli}
WP_010939014.1	82	2QA7_C	82	0.6494	0.5124	3.351	17.1%	| Huntingtin-interacting protein 1; HIPPI-binding, Huntington's disease, apoptosis, coiled-coil; 2.8A {Homo sapiens}
WP_010939437.1	155	6TE9_F	127	0.6493	0.7266	4.885	15.7%	| Adaptor protein Rcc01688, Portal protein; "neck", "portal", "capsid", "tail tube"; 3.58A {Rhodobacter capsulatus}
WP_014524530.1	197	5BUX_B	170	0.6486	0.6664	5.951	17.6%	| 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (E.C.4.2.1.59); FabZ, antimicrobial target, hot-dog fold; HET: GOL; 1.9A {Yersinia pestis KIM10+}
WP_010938412.1	178	2GJV_E	145	0.6468	0.6559	5.489	7.6%	| PROTEIN; Structural genomics, Unknown function, PSI; 2.39A {Salmonella typhimurium} SCOP: d.323.1.2
WP_010937464.1	127	6PAS_B	126	0.6452	0.1721	3.893	11.1%	| Soluble guanylyl cyclase alpha-1 subunit; Nitric oxide, cyclase, H-NOX, SIGNALING; HET: HEM; 5.1A {Manduca sexta}
WP_011791831.1	176	2OWY_A	146	0.6442	0.3932	6.263	11.6%	| Recombination-associated protein rdgC; homologous recombination, Pseudomonas aeruginosa, RdgC; 2.5A {Pseudomonas aeruginosa}
WP_010938785.1	127	2OB9_A	118	0.6415	0.6307	6.421	11.9%	| Tail assembly chaperone; Bacteriophage HK97, morphogenesis, tail assembly; 2.3A {Enterobacteria phage HK97}
WP_011792449.1	95	2YRU_A	93	0.6411	0.5480	4.266	9.7%	| Steroid receptor RNA activator 1; SRAP, Structural Genomics, NPPSFA, National; NMR {Mus musculus}
WP_010939234.1	96	3HIE_C	92	0.6392	0.4027	3.237	8.7%	| Exocyst complex component SEC3; PH domain, dimer, domain swapping; HET: PO4; 2.0A {Saccharomyces cerevisiae}
WP_150103623.1	299	5TBF_A	274	0.6391	0.5949	8.289	9.9%	| Translation elongation factor; RctB, TRANSLATION; HET: MSE; 3.003A {Vibrio cholerae}
WP_010938243.1	85	5WDA_X	78	0.6388	0.4383	4.662	14.1%	| General secretion pathway protein G; helical polymer, bacterial secretion, cryo-EM; HET: CA, MEA;{Klebsiella oxytoca}
WP_010937727.1	58	1V4A_A	58	0.6388	0.1159	5.465	19.0%	| Glutamate-ammonia-ligase adenylyltransferase (E.C.2.7.7.42); main alpha helix, DNA polymerase; 2.0A {Escherichia coli} SCOP: a.24.16.4, d.218.1.9
WP_010939499.1	216	6CT0_0	206	0.6375	0.2505	5.978	13.1%	| Dihydrolipoyllysine-residue acetyltransferase component of pyruvate; Pyruvate Dehydrogenase Complex, E2, Inner; 3.1A {Homo sapiens}
WP_014524537.1	410	3D59_B	311	0.6366	0.6772	6.600	17.4%	| Platelet-activating factor acetylhydrolase (E.C.3.1.1.47); PLASMA PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE, SECRETED; HET: SO4, ACT; 1.5A {Homo sapiens}
WP_010940642.1	337	4NSO_A	292	0.6359	0.7011	8.567	18.2%	| Effector protein, Immunity protein; Helix, peptidoglycan, PROTEIN BINDING; 2.4A {Vibrio cholerae O1 biovar El Tor}
WP_010940095.1	80	1Y6U_A	70	0.6355	0.7030	4.700	7.1%	| Excisionase from transposon Tn916; DNA architectural protein, Tyrosine recombinase; NMR {Enterococcus faecalis}
WP_010939988.1	109	3KLU_A	108	0.6347	0.4822	6.223	10.2%	| Uncharacterized protein yqbN; NESG, STRUCTURAL GENOMICS, PSI-2,PROTEIN STRUCTURE; 2.2A {Bacillus subtilis}
WP_010938950.1	64	2DA5_A	63	0.6347	0.5701	3.832	6.3%	| Zinc fingers and homeoboxes protein; homeobox domain, three helices with; NMR {Homo sapiens}
WP_010937613.1	205	4F3V_A	202	0.6340	0.4973	7.582	11.4%	| ESX-1 secretion system protein EccA1; tetratricopeptide repeat, TPR domain, ATPase; HET: SO4; 2.0A {Mycobacterium tuberculosis}
WP_010938093.1	110	2DIQ_A	92	0.6333	0.6333	3.390	9.8%	| Tudor and KH domain-containing protein; TUDOR domain, Tudor and KH; NMR {Homo sapiens} SCOP: b.34.9.1
WP_010939971.1	93	5J73_A	81	0.6308	0.6976	3.400	11.1%	| designed protein 2L4HC2_23; rosetta, de novo design, DE; 2.56A {synthetic construct}
WP_014524429.1	118	2RJZ_A	100	0.6305	0.5293	3.681	12.0%	| PilO protein; STRUCTURAL GENOMICS, UNKNOWN FUNCTION, PSI-2; HET: SO4; 2.2A {Pseudomonas aeruginosa}
WP_010938633.1	194	2MII_A	161	0.6294	0.6210	5.041	15.5%	| Penicillin-binding protein activator LpoB; LpoB, PBP1B activator, peptidoglycan synthesis; NMR {Escherichia coli}
WP_011792466.1	164	4AV2_U	150	0.6268	0.5804	8.291	13.3%	| TYPE IV PILUS BIOGENESIS AND; PROTEIN TRANSPORT, OUTER MEMBRANE PROTEIN; 26.0A {NEISSERIA MENINGITIDIS MC58}
WP_010938802.1	187	6O60_A	186	0.6261	0.3413	5.048	8.1%	| Protein prenyltransferase alpha subunit repeat-containing; F-box, Leucine-rich repeat, GGTase subunits; 2.503A {Homo sapiens}
WP_010939449.1	73	2L6Q_A	57	0.6247	0.7079	3.158	14.0%	| Head-to-tail joining protein W (GpW); gpW, fast protein folding, downhill; NMR {Enterobacteria phage lambda}
WP_014524554.1	160	2P2U_B	134	0.6222	0.5901	6.798	7.5%	| Host-nuclease inhibitor protein Gam, putative; STRUCTURAL GENOMICS, UNKNOWN FUNCTION, PSI-2; 2.75A {Desulfovibrio vulgaris} SCOP: h.4.18.1
WP_010938596.1	60	5LUV_B	57	0.6219	0.2768	3.931	10.5%	| Putative PAS/PAC sensor protein; LOV domain, PAS domain, apo-state; HET: SO4; 2.5A {Pseudomonas putida}
WP_010939117.1	354	5Y6F_A	234	0.6218	0.8436	6.719	11.1%	| Flagellar brake protein YcgR; C-di-GMP binding, Flagellar brake protein; HET: C2E; 2.3A {Escherichia coli (strain K12)}
WP_010938986.1	192	6OV6_A	185	0.6207	0.4607	9.343	10.3%	| C24 PROTEIN; FIBER, VIRAL ORIGIN, UNKNOWN FUNCTION; 1.82A {Bizionia argentinensis JUB59}
WP_011791439.1	72	1VCS_A	71	0.6205	0.4950	2.931	11.3%	| Vesicle transport through interaction with; SNARE, Habc domain, Vti1, up; NMR {Mus musculus} SCOP: a.47.2.1
WP_010940508.1	233	3HSI_B	211	0.6177	0.3546	5.785	7.1%	| Phosphatidylserine synthase (E.C.2.7.8.8); Haemophilus influenzae, phosphatidylserine synthase, CDP-diacylglycerol--serine; HET: MSE; 2.2A {Haemophilus influenzae}
WP_010940661.1	110	3TMB_B	103	0.6159	0.2465	5.412	4.9%	| Uncharacterized protein Bd1817; HD-GYP, phosphodiesterase, UNKNOWN FUNCTION, HYDROLASE,SIGNALING; HET: PO4; 1.7A {Bdellovibrio bacteriovorus}
WP_010938430.1	121	5Y6A_B	119	0.6159	0.5169	4.826	6.7%	| chain A and B; Unknown function, VIRAL PROTEIN; 2.0A {Listeria monocytogenes J0161}
WP_010938181.1	154	3JC8_Nj	154	0.6151	0.4599	5.218	5.2%	| PilA, Type IV-A pilus assembly; motor, pilus, ring, membrane channel; HET: MEA;{Myxococcus xanthus DK 1622}
WP_014524550.1	152	6ZM6_J	142	0.6149	0.5145	4.207	10.6%	| 28S ribosomal protein S2, mitochondrial; mitochondrion, translation, closed nascent-polypeptide tunnel; HET: SAC, K, GTP, FES, THC, ATP, MG, IAS, AYA; 2.59A {Homo sapiens}
WP_010938964.1	54	4L58_A	54	0.6134	0.5266	4.304	13.0%	| Histone-lysine N-methyltransferase MLL5 (E.C.2.1.1.43), histone3; TRANSFERASE; 1.48A {Homo sapiens}
WP_014524426.1	98	6NR9_2	96	0.6133	0.5951	6.374	8.3%	| T-complex protein 1 subunit alpha; TRiC/CCT, PFD, CryoEM, Molecular Chaperone; 8.5A {Homo sapiens}
WP_010938786.1	387	5NGJ_B	317	0.6127	0.5124	8.496	12.3%	| Tail tube protein; bacteriophage, viral protein, tube protein; 2.2A {Escherichia phage T5}
WP_010939444.1	69	6XTY_A	48	0.6106	0.2325	4.395	12.5%	| DNA replication licensing factor MCM2; CMG, Helicase, ATPase, Replisome, REPLICATION; 6.77A {Homo sapiens}
WP_164928132.1	152	5J0N_F	118	0.6103	0.2885	5.093	16.9%	| Integrase, Integration host factor subunit; bacteriophage lambda, excision, site-specific recombination; 11.0A {Enterobacteria phage lambda}
WP_010939876.1	208	5Y6F_A	151	0.6101	0.5041	5.590	13.9%	| Flagellar brake protein YcgR; C-di-GMP binding, Flagellar brake protein; HET: C2E; 2.3A {Escherichia coli (strain K12)}
WP_011176730.1	307	6UIE_B	210	0.6100	0.8613	8.850	14.8%	| Type III export protein PscK; PscK, type III secretion apparatus; HET: MSE; 2.55A {Pseudomonas aeruginosa}
WP_011792655.1	94	2YT9_A	89	0.6087	0.6041	4.534	15.7%	| zinc finger-containing protein 1; Zinc-finger, C2H2, Structural Genomics, NPPSFA; HET: ZN; NMR {Homo sapiens} SCOP: g.37.1.1
WP_010937906.1	88	3QVD_C	88	0.6084	0.3852	4.996	14.8%	| Rubrerythrin; Rubrerythrin, Peroxide reduction, removal of; HET: FE2; 2.0A {Pyrococcus furiosus}
WP_010938042.1	158	4N4R_D	143	0.6076	0.5193	5.241	7.7%	| LPS-assembly protein LptD, LPS-assembly lipoprotein; Beta barrel, Translocase, Lipopolysaccharide transport; HET: MSE, CAC; 2.8A {Salmonella enterica subsp. enterica serovar Typhimurium}
WP_010939900.1	123	4DNI_A	122	0.6075	0.3343	3.597	13.1%	| Fusion protein of RNA-editing complex; KREPA3, KREPA6, Editosome, Protein/RNA binding; 2.55A {Trypanosoma brucei,Trypanosoma brucei brucei}
WP_010937919.1	130	3KDF_B	118	0.6069	0.5996	4.952	11.9%	| Replication protein A 14 kDa; Wheat germ cell free, protein; HET: MSE, EDO; 1.975A {Homo sapiens}
WP_010938432.1	152	6R3E_B	151	0.6033	0.3790	4.144	8.6%	| DNA (cytosine-5)-methyltransferase 3B,DNA (cytosine-5)-methyltransferase 3B; DNMT3B PWWP DOMAIN, HISTONE BINDING; HET: SO4, 96H; 2.269A {Homo sapiens}
WP_010939507.1	122	2LQG_A	103	0.6023	0.5484	3.798	8.7%	| Talin-1; Actin, Integrin, Helical Bundle, Adhesion; NMR {Mus musculus}
WP_010939467.1	51	6CFZ_G	51	0.6017	0.5476	3.768	15.7%	| Ask1, Dad3, Dad2, Duo1, Dad4; DASH, Dam1 complex, Ask1, Dad1;{Chaetomium thermophilum}
WP_011791730.1	98	3EZ9_B	92	0.6005	0.1876	5.421	12.0%	| ParA; dna binding, winged-hth, partition, BIOSYNTHETIC; 2.8A {Salmonella enterica subsp. enterica serovar Newport str. SL317}
WP_010938911.1	80	6PLN_B	79	0.6005	0.2979	4.871	8.9%	| Transcription factor E; TFE, general transcription factor, TRANSCRIPTION; 2.6A {Pyrococcus furiosus}
WP_010939892.1	115	3JC8_Nj	105	0.5996	0.3466	4.930	9.5%	| PilA, Type IV-A pilus assembly; motor, pilus, ring, membrane channel; HET: MEA;{Myxococcus xanthus DK 1622}
WP_010939013.1	202	4DZP_B	139	0.5990	0.8295	6.166	17.3%	| Gene 1 protein; gp1, DNA-binding, R48A mutation, VIRAL; 1.8A {Shigella phage Sf6}
WP_010938442.1	141	2XSD_C	114	0.5980	0.5297	3.656	6.1%	| POU DOMAIN, CLASS 3, TRANSCRIPTION; TRANSCRIPTION-DNA COMPLEX, SOX; HET: EDO; 2.049A {MUS MUSCULUS}
WP_014524340.1	622	3WQT_D	458	0.5976	0.7479	11.569	9.2%	| Cell division protein FtsA; actin-like fold, STRUCTURAL GENOMICS; HET: ANP; 2.2A {Staphylococcus aureus subsp. aureus}
WP_014524392.1	106	2CF7_E	103	0.5963	0.4357	3.918	8.7%	| DPR; PEROXIDE RESISTANCE, DPS-FAMILY, FERRITIN-LIKE, FERROXIDASE; HET: EPE; 1.5A {STREPTOCOCCUS SUIS}
WP_014524219.1	563	3Q3E_A	520	0.5950	0.5428	8.229	7.5%	| HMW1C-like glycosyltransferase; HMW1C, HMW1, N-glycosylation, TRANSFERASE; HET: GOL; 2.1A {Actinobacillus pleuropneumoniae serovar 1}
WP_049775581.1	238	5MGX_E	231	0.5935	0.5084	8.753	10.4%	| yeast HSP90 C-terminus, Peptidyl-prolyl cis-trans; Hsp90, PPIase, teratricopeptide, immunophilin, isomerase; 2.18A {Homo sapiens}
WP_164928125.1	59	2C0S_A	54	0.5931	0.5633	3.758	16.7%	| CONSERVED DOMAIN PROTEIN; TRANSFERASE, PHOSPHATASE, PHOSPHORYLATION, SPORULATION, BACILLUS; NMR {BACILLUS ANTHRACIS} SCOP: a.30.7.1
WP_010940224.1	99	2E2E_B	97	0.5931	0.3894	5.014	11.3%	| Formate-dependent nitrite reductase complex nrfG; TPR, cytochrome c biogenesis, O157:H7; HET: IMD; 2.05A {Escherichia coli}
WP_010939972.1	71	4W7Z_C	63	0.5922	0.6332	3.268	7.9%	| BAP29; Coiled coil, nanomaterial, transport protein; HET: SO4; 2.2A {Homo sapiens}
WP_010939498.1	114	4GEH_A	114	0.5917	0.3775	3.929	7.9%	| Programmed cell death protein 10; alpha helix-rich protein, serine/threonine-protein kinase; 1.95A {Homo sapiens}
WP_011176625.1	438	3LN7_A	385	0.5864	0.3699	10.247	11.7%	| Glutathione biosynthesis bifunctional protein gshAB; gamma-glutamylcysteine ligase domain, ATP-grasp domain; HET: MSE; 3.2A {Pasteurella multocida}
WP_010937717.1	201	4HWI_B	159	0.5860	0.6441	4.789	8.2%	| Heat shock cognate 71 kDa; BAG domain, ubiquitin-like domain, co-chaperone; 2.273A {Homo sapiens}
WP_011176646.1	660	5F15_A	531	0.5853	0.6548	11.703	9.6%	| 4-amino-4-deoxy-L-arabinose (L-Ara4N) transferase; membrane protein, lipid glycosyltransferase, GT-C; HET: EPE, MPG, 5TR; 3.2A {Cupriavidus metallidurans (strain ATCC 43123 / DSM 2839 / NBRC 102507 / CH34)}
WP_011792616.1	157	5N2K_F	155	0.5844	0.3795	4.391	7.7%	| Briakinumab FAb light chain, Briakinumab; antagonist, antibody, extracellular region, Immune; HET: PCA, EDO; 2.219A {Homo sapiens}
WP_011176733.1	100	6NRC_1	97	0.5843	0.5591	3.615	6.2%	| Prefoldin subunit 1, Prefoldin subunit; TRiC/CCT, PFD, CryoEM, Molecular Chaperone; 8.3A {Homo sapiens}
WP_010939895.1	68	7C7L_A	66	0.5840	0.1068	5.728	10.6%	| CRISPR-associated protein Cas14a.1/RNA/DNA Complex; Cas12f, Cas14, sgRNA, target DNA; 3.0A {uncultured archaeon}
WP_010937457.1	269	5AXG_A	259	0.5836	0.3057	3.750	6.6%	| dextranase (E.C.3.2.1.11); glycoside hydrolase family 66, HYDROLASE; HET: CXS, EDO, PO4; 1.85A {Thermoanaerobacter pseudethanolicus ATCC 33223}
WP_010937954.1	362	5L26_C	357	0.5830	0.5150	7.857	10.4%	| Nucleoside permease; transporter, nucleoside, elevator-type alternate access; HET: URI, 6ZL; 3.4A {Neisseria wadsworthii 9715}
WP_010939180.1	72	2D9K_A	70	0.5829	0.5659	4.584	11.4%	| FLN29 gene product; FLN29, zinc finger, zf-TRAF, Structural; HET: ZN; NMR {Homo sapiens}
WP_010940415.1	480	1LNS_A	396	0.5819	0.3915	6.589	11.1%	| X-PROLYL DIPEPTIDYL AMINOPEPTIDASE (E.C.3.4.14.11); ALPHA BETA HYDROLASE FOLD, HYDROLASE; 2.2A {Lactococcus lactis} SCOP: c.69.1.21, b.18.1.13, a.40.2.1
WP_014524431.1	135	1NO1_A	113	0.5805	0.6127	4.047	16.8%	| replisome organizer; helical bipartite natively; HET: MSE; 2.4A {Bacillus phage SPP1} SCOP: a.179.1.1
WP_164561964.1	230	1YLE_A	218	0.5802	0.4235	7.336	10.1%	| Arginine N-succinyltransferase, alpha chain (E.C.2.3.1.109); Pseudomonas aeruginosa, structural genomics, Arginine; 1.7A {Pseudomonas aeruginosa} SCOP: d.108.1.8
WP_010939313.1	423	5EAN_A	347	0.5795	0.2605	8.320	10.7%	| DNA replication ATP-dependent helicase/nuclease DNA2/DNA; DNA binding protein, Hydrolase-DNA complex; HET: ADP; 2.36A {Mus musculus}
WP_014524596.1	456	3HTX_A	419	0.5785	0.3156	6.282	8.6%	| HEN1; HEN1, small RNA methyltransferase, protein-RNA; HET: SAH; 3.1A {Arabidopsis thaliana}
WP_014524440.1	82	2AIN_A	78	0.5782	0.5330	4.560	15.4%	| Afadin/6-mer peptide from Breakpoint cluster; AF-6 PDZ domain-Bcr complex, CELL; NMR {Homo sapiens}
WP_010939536.1	604	3S29_H	527	0.5766	0.4482	6.879	10.4%	| Sucrose synthase 1 (E.C.2.4.1.13); Glycosyltransferase, Sucrose metabolism, sugar acceptor; HET: FRU, SO4, UDP, MLA; 2.85A {Arabidopsis thaliana}
WP_010938308.1	204	6ERD_C	173	0.5747	0.5588	6.568	11.0%	| Aminoglycoside adenylyltransferase (E.C.2.3.1.-); Acetyltransferase Bacillus cereus Unidentified acetyl; HET: MSE, GOL, CME; 2.0A {Bacillus cereus}
WP_010937376.1	265	3PGU_A	259	0.5747	0.4014	6.378	5.8%	| Long-chain fatty acid transport protein; outer membrane beta barrel, lipid; HET: OLA, 2PE, C8E; 1.7A {Escherichia coli K-12}
WP_014524436.1	210	6OV6_A	203	0.5724	0.4617	9.275	13.8%	| C24 PROTEIN; FIBER, VIRAL ORIGIN, UNKNOWN FUNCTION; 1.82A {Bizionia argentinensis JUB59}
WP_014524452.1	100	3UCS_A	92	0.5719	0.5640	6.003	13.0%	| Chaperone-modulator protein CbpM, Curved DNA-binding; protein-protein complex, Structural Genomics, Montreal-Kingston; 1.87A {Klebsiella pneumoniae}
