Query       	qlen	Templa    	alnlen	preTMS	preTMS2	Z-score	SID	Description
WP_011791684.1	295	PF00211.21	182	0.5716	0.8882	7.047	17.0%	| Guanylate_cyc ; Adenylate and Guanylate cyclase catalytic domain
WP_164928130.1	29	PF12197.9	29	0.5700	0.4698	6.033	37.9%	| lci ; Bacillus cereus group antimicrobial protein
WP_011176625.1	438	PF14397.7	266	0.5683	0.8798	12.671	19.2%	| ATPgrasp_ST ; Sugar-transfer associated ATP-grasp
WP_010939438.1	236	PF05069.14	146	0.5682	0.8702	6.468	18.5%	| Phage_tail_S ; Phage virion morphogenesis family
WP_010939028.1	133	PF06992.12	122	0.5680	0.4860	4.301	13.9%	| Phage_lambda_P ; Replication protein P
WP_010938802.1	187	PF17139.5	157	0.5665	0.4348	4.877	8.3%	| DUF5112 ; Domain of unknown function (DUF5112)
WP_010940668.1	112	PF02656.16	71	0.5660	0.8187	3.361	14.1%	| DUF202 ; Domain of unknown function (DUF202)
WP_010938727.1	121	PF16243.6	74	0.5659	0.7796	4.349	12.2%	| Sm_like ; Sm_like domain
WP_010939108.1	251	PF01493.20	173	0.5647	0.7136	8.075	28.3%	| GXGXG ; GXGXG motif
WP_014524440.1	82	PF12480.9	69	0.5601	0.6220	3.924	15.9%	| DUF3699 ; Protein of unknown function (DUF3699)
WP_010939870.1	133	PF09342.12	112	0.5600	0.6266	4.314	11.6%	| DUF1986 ; Domain of unknown function (DUF1986)
WP_014524657.1	187	PF16823.6	140	0.5595	0.6899	4.538	11.4%	| PilZ_2 ; Atypical PilZ domain, cyclic di-GMP receptor
WP_010939062.1	293	PF17659.2	272	0.5595	0.2353	5.535	6.6%	| DUF5521 ; Family of unknown function (DUF5521)
WP_010938805.1	164	PF06356.12	105	0.5590	0.7545	5.820	21.9%	| DUF1064 ; Protein of unknown function (DUF1064)
WP_010937544.1	107	PF02996.18	96	0.5581	0.5242	3.906	15.6%	| Prefoldin ; Prefoldin subunit
WP_010939896.1	125	PF06186.12	112	0.5578	0.5107	4.623	8.0%	| DUF992 ; Protein of unknown function (DUF992)
WP_010940423.1	286	PF07514.12	260	0.5574	0.4945	6.901	15.4%	| TraI_2 ; Putative helicase
WP_010938521.1	150	PF04368.14	143	0.5573	0.4848	4.148	7.7%	| DUF507 ; Protein of unknown function (DUF507)
WP_150100223.1	66	PF17820.2	52	0.5559	0.6409	3.264	13.5%	| PDZ_6 ; PDZ domain
WP_010940558.1	180	PF00582.27	119	0.5554	0.7339	5.153	15.1%	| Usp ; Universal stress protein family
WP_010939444.1	69	PF16922.6	46	0.5541	0.6358	4.316	10.9%	| SLD5_C ; DNA replication complex GINS protein SLD5 C-terminus
WP_011793178.1	134	PF04720.13	132	0.5539	0.3865	6.540	5.3%	| PDDEXK_6 ; PDDEXK-like family of unknown function
WP_010939961.1	78	PF00505.20	68	0.5526	0.6012	3.198	7.4%	| HMG_box ; HMG (high mobility group) box
WP_010938119.1	582	PF14314.7	557	0.5518	0.4852	10.310	8.8%	| Methyltrans_Mon ; Virus-capping methyltransferase
WP_010938911.1	80	PF08996.11	71	0.5504	0.2821	4.545	15.5%	| zf-DNA_Pol ; DNA Polymerase alpha zinc finger
WP_010940137.1	240	PF07471.13	148	0.5503	0.7893	4.951	12.2%	| Phage_Nu1 ; Phage DNA packaging protein Nu1
WP_010937554.1	285	PF08269.12	214	0.5502	0.5378	7.119	9.3%	| dCache_2 ; Cache domain
WP_010939005.1	133	PF01404.20	132	0.5501	0.4572	4.077	6.1%	| Ephrin_lbd ; Ephrin receptor ligand binding domain
WP_010940105.1	174	PF04337.13	136	0.5491	0.6302	4.436	7.4%	| DUF480 ; Protein of unknown function, DUF480
WP_010939180.1	72	PF05129.14	71	0.5485	0.5149	4.800	15.5%	| Elf1 ; Transcription elongation factor Elf1 like
WP_164928139.1	45	PF01803.17	45	0.5483	0.1533	2.582	13.3%	| LIM_bind ; LIM-domain binding protein
WP_014524392.1	106	PF01865.17	103	0.5480	0.3548	3.086	7.8%	| PhoU_div ; Protein of unknown function DUF47
WP_011792616.1	157	PF10794.10	122	0.5479	0.6337	5.227	13.1%	| DUF2606 ; Protein of unknown function (DUF2606)
WP_150103613.1	98	PF01371.20	86	0.5478	0.5982	3.398	15.1%	| Trp_repressor ; Trp repressor protein
WP_010938515.1	731	PF14872.7	513	0.5477	0.5103	17.715	8.8%	| GHL5 ; Hypothetical glycoside hydrolase 5
WP_014524340.1	622	PF07520.12	553	0.5471	0.3621	9.921	9.4%	| SrfB ; Virulence factor SrfB
WP_010937503.1	243	PF07471.13	148	0.5462	0.7928	4.936	11.5%	| Phage_Nu1 ; Phage DNA packaging protein Nu1
WP_010940128.1	182	PF01374.19	165	0.5459	0.4928	6.090	11.5%	| Glyco_hydro_46 ; Glycosyl hydrolase family 46
WP_010939911.1	147	PF19020.1	137	0.5452	0.3439	3.706	9.5%	| Ta1207 ; Ta1207 family
WP_010939002.1	697	PF11134.9	442	0.5447	0.7738	16.623	9.5%	| Phage_stabilise ; Phage stabilisation protein
WP_010938042.1	158	PF17405.3	146	0.5442	0.4343	4.398	6.8%	| Nrap_D4 ; Nrap protein nucleotidyltransferase domain 4
WP_164928129.1	83	PF00679.25	81	0.5439	0.5315	5.355	11.1%	| EFG_C ; Elongation factor G C-terminus
WP_010939559.1	170	PF04279.16	157	0.5430	0.5308	4.534	12.7%	| IspA ; Intracellular septation protein A
WP_010940660.1	698	PF01044.20	683	0.5423	0.4723	8.927	10.5%	| Vinculin ; Vinculin family
WP_010937613.1	205	PF13429.7	196	0.5418	0.4337	6.386	12.8%	| TPR_15 ; Tetratricopeptide repeat
WP_014524426.1	98	PF01920.21	98	0.5417	0.5330	5.533	9.2%	| Prefoldin_2 ; Prefoldin subunit
WP_010940224.1	99	PF12921.8	93	0.5415	0.5169	5.021	8.6%	| ATP13 ; Mitochondrial ATPase expression
WP_010939843.1	51	PF12669.8	41	0.5414	0.5798	4.422	31.7%	| FeoB_associated ; FeoB-associated Cys-rich membrane protein
WP_081448125.1	118	PF16872.6	73	0.5413	0.7653	3.861	27.4%	| putAbiC ; Putative phage abortive infection protein
WP_010938273.1	112	PF14633.7	111	0.5393	0.3438	4.211	9.0%	| SH2_2 ; SH2 domain
WP_010939819.1	91	PF17680.2	91	0.5381	0.4114	3.871	9.9%	| FlgO ; FlgO protein
WP_010939900.1	123	PF15489.7	106	0.5378	0.0767	3.732	11.3%	| CTC1 ; CST, telomere maintenance, complex subunit CTC1
WP_010939040.1	79	PF01627.24	79	0.5375	0.4498	3.281	10.1%	| Hpt ; Hpt domain
WP_011792655.1	94	PF02318.17	88	0.5363	0.4495	4.199	13.6%	| FYVE_2 ; FYVE-type zinc finger
WP_010940508.1	233	PF07894.13	172	0.5360	0.4730	5.186	10.5%	| FAM83 ; FAM83 A-H
WP_014524317.1	198	PF11985.9	144	0.5357	0.5821	3.526	9.0%	| DUF3486 ; Protein of unknown function (DUF3486)
WP_049775581.1	238	PF17826.2	186	0.5356	0.3804	8.407	7.5%	| DUF5588 ; Family of unknown function (DUF5588)
WP_014524219.1	563	PF16993.6	439	0.5353	0.5701	10.138	8.0%	| Asp1 ; Accessory Sec system protein Asp1
WP_010940661.1	110	PF11871.9	110	0.5343	0.4673	4.694	12.7%	| DUF3391 ; Domain of unknown function (DUF3391)
WP_010938074.1	79	PF00536.31	67	0.5338	0.5871	4.538	7.5%	| SAM_1 ; SAM domain (Sterile alpha motif)
WP_010938405.1	183	PF06995.12	113	0.5330	0.7765	5.134	12.4%	| Phage_P2_GpU ; Phage P2 GpU
WP_010938473.1	185	PF02965.18	168	0.5327	0.4003	5.130	13.7%	| Met_synt_B12 ; Vitamin B12 dependent methionine synthase, activation domain
WP_164562126.1	140	PF02090.16	133	0.5326	0.5350	4.202	6.8%	| SPAM ; Salmonella surface presentation of antigen gene type M protein
WP_010938596.1	60	PF18947.1	56	0.5326	0.4956	3.148	8.9%	| HAMP_2 ; HAMP domain
WP_010938308.1	204	PF11124.9	147	0.5319	0.4091	5.844	6.8%	| Pho86 ; Inorganic phosphate transporter Pho86
WP_010940589.1	152	PF00873.20	152	0.5298	0.1174	2.806	10.5%	| ACR_tran ; AcrB/AcrD/AcrF family
WP_010940206.1	80	PF15146.7	80	0.5298	0.1460	3.187	15.0%	| FANCAA ; Fanconi anemia-associated
WP_010939903.1	83	PF03531.15	80	0.5281	0.5099	5.519	5.0%	| SSrecog ; Structure-specific recognition protein (SSRP1)
WP_150103619.1	67	PF06676.12	66	0.5249	0.2864	4.153	18.2%	| DUF1178 ; Protein of unknown function (DUF1178)
WP_014524596.1	456	PF14314.7	418	0.5233	0.3802	9.573	9.8%	| Methyltrans_Mon ; Virus-capping methyltransferase
WP_011792639.1	148	PF07900.12	142	0.5220	0.4038	4.018	10.6%	| DUF1670 ; Protein of unknown function (DUF1670)
WP_010939536.1	604	PF05693.14	456	0.5220	0.4775	12.444	7.7%	| Glycogen_syn ; Glycogen synthase
WP_014524641.1	59	PF18641.2	59	0.5215	0.2163	3.406	6.8%	| LidA_Long_CC ; LidA long coiled-coil domain
WP_010939849.1	209	PF15015.7	196	0.5205	0.2387	6.139	9.7%	| NYD-SP12_N ; Spermatogenesis-associated, N-terminal
WP_010939314.1	121	PF15600.7	120	0.5197	0.3778	4.138	8.3%	| Imm64 ; Immunity protein 64
WP_010939319.1	91	PF12112.9	79	0.5194	0.5343	4.045	11.4%	| DUF3579 ; Protein of unknown function (DUF3579)
WP_014524530.1	197	PF14765.7	140	0.5190	0.3717	5.091	10.0%	| PS-DH ; Polyketide synthase dehydratase
WP_010937457.1	269	PF14725.7	236	0.5184	0.4655	5.714	5.5%	| DUF4466 ; Domain of unknown function (DUF4466)
WP_164928132.1	152	PF15165.7	150	0.5177	0.3783	5.016	5.3%	| REC114-like ; Meiotic recombination protein REC114-like
WP_164928113.1	189	PF01374.19	172	0.5157	0.4788	5.582	10.5%	| Glyco_hydro_46 ; Glycosyl hydrolase family 46
WP_010938702.1	154	PF06720.12	115	0.5142	0.5788	3.605	10.4%	| Phi-29_GP16_7 ; Bacteriophage phi-29 early protein GP16.7
WP_010939499.1	216	PF16576.6	162	0.5128	0.5053	5.154	14.2%	| HlyD_D23 ; Barrel-sandwich domain of CusB or HlyD membrane-fusion
WP_010939792.1	200	PF11307.9	161	0.5127	0.5519	6.030	13.7%	| DUF3109 ; Protein of unknown function (DUF3109)
WP_010938981.1	131	PF10896.9	125	0.5122	0.4872	4.075	12.0%	| DUF2714 ; Protein of unknown function (DUF2714)
WP_010939892.1	115	PF01519.17	107	0.5112	0.5336	4.147	7.5%	| DUF16 ; Protein of unknown function DUF16
WP_010940642.1	337	PF01374.19	191	0.5110	0.7858	6.966	16.2%	| Glyco_hydro_46 ; Glycosyl hydrolase family 46
WP_010937690.1	129	PF09098.11	126	0.5103	0.4240	4.449	16.7%	| Dehyd-heme_bind ; Quinohemoprotein amine dehydrogenase A, alpha subunit, haem binding
WP_010938032.1	453	PF03345.15	411	0.5083	0.5260	8.324	7.3%	| DDOST_48kD ; Oligosaccharyltransferase 48 kDa subunit beta
WP_010938118.1	155	PF04085.15	130	0.5061	0.5436	4.392	8.5%	| MreC ; rod shape-determining protein MreC
WP_010937830.1	138	PF04340.13	138	0.5047	0.3726	3.637	8.0%	| DUF484 ; Protein of unknown function, DUF484
WP_010938371.1	220	PF01105.25	170	0.5046	0.5563	5.905	8.2%	| EMP24_GP25L ; emp24/gp25L/p24 family/GOLD
WP_011176726.1	594	PF10079.10	443	0.5044	0.5581	11.337	8.4%	| BshC ; Bacillithiol biosynthesis BshC
WP_010940540.1	77	PF07104.12	77	0.5031	0.3985	3.924	10.4%	| DUF1366 ; Protein of unknown function (DUF1366)
WP_014524400.1	470	PF01044.20	465	0.5029	0.3358	6.653	9.7%	| Vinculin ; Vinculin family
WP_014524348.1	161	PF06152.12	161	0.5013	0.2739	5.932	8.7%	| Phage_min_cap2 ; Phage minor capsid protein 2
WP_011176670.1	159	PF07328.12	124	0.5010	0.5457	3.600	8.9%	| VirD1 ; T-DNA border endonuclease VirD1
WP_014524207.1	77	PF18879.1	71	0.5009	0.4695	4.154	8.5%	| EspA_EspE ; EspA/EspE family
WP_010940483.1	140	PF07183.12	138	0.5008	0.2799	2.822	10.1%	| DUF1403 ; Protein of unknown function (DUF1403)
WP_014524456.1	45	PF02402.17	40	0.5007	0.4842	3.123	7.5%	| Lysis_col ; Lysis protein
WP_010939323.1	533	PF11443.9	459	0.5003	0.4225	7.923	10.2%	| DUF2828 ; Domain of unknown function (DUF2828)
WP_010939921.1	193	PF02331.16	182	0.4993	0.3747	5.800	9.9%	| P35 ; Apoptosis preventing protein
WP_011791839.1	169	PF09038.11	96	0.4982	0.6672	4.476	13.5%	| 53-BP1_Tudor ; Tumour suppressor p53-binding protein-1 Tudor
WP_010940538.1	166	PF09484.11	166	0.4980	0.1955	3.854	11.4%	| Cas_TM1802 ; CRISPR-associated protein TM1802 (cas_TM1802)
WP_010940557.1	97	PF06305.12	64	0.4972	0.6567	4.207	14.1%	| LapA_dom ; Lipopolysaccharide assembly protein A domain
WP_010938830.1	174	PF06401.12	173	0.4970	0.4345	4.734	5.2%	| Alpha-2-MRAP_C ; Alpha-2-macroglobulin RAP, C-terminal domain
WP_011792913.1	88	PF16826.6	83	0.4964	0.5117	4.680	7.2%	| DUF5076 ; Domain of unknown function (DUF5076)
WP_010937644.1	656	PF00982.22	411	0.4962	0.6489	12.141	9.5%	| Glyco_transf_20 ; Glycosyltransferase family 20
WP_010939458.1	243	PF08385.13	241	0.4951	0.2766	3.395	5.8%	| DHC_N1 ; Dynein heavy chain, N-terminal region 1
WP_010940099.1	109	PF05769.12	100	0.4945	0.3556	3.077	13.0%	| SIKE ; SIKE family
WP_010938531.1	206	PF18723.2	188	0.4941	0.4005	4.685	9.6%	| aGPT-Pplase1 ; alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 1
WP_010939872.1	135	PF15251.7	109	0.4932	0.2986	3.406	9.2%	| DUF4588 ; Domain of unknown function (DUF4588)
WP_010939624.1	122	PF15189.7	121	0.4931	0.4161	3.765	6.6%	| MEIOC ; Meiosis-specific coiled-coil domain-containing protein MEIOC
WP_010940113.1	109	PF00211.21	105	0.4922	0.3473	4.019	5.7%	| Guanylate_cyc ; Adenylate and Guanylate cyclase catalytic domain
WP_164928121.1	79	PF11994.9	65	0.4917	0.5537	4.126	12.3%	| DUF3489 ; Protein of unknown function (DUF3489)
WP_010939966.1	112	PF14675.7	112	0.4917	0.3141	3.185	6.2%	| FANCI_S1 ; FANCI solenoid 1
WP_164561555.1	114	PF10083.10	112	0.4884	0.3971	6.892	8.0%	| DUF2321 ; Uncharacterized protein conserved in bacteria (DUF2321)
WP_011791514.1	161	PF10188.10	154	0.4878	0.4659	3.745	11.7%	| Oscp1 ; Organic solute transport protein 1
WP_014524412.1	49	PF07484.13	49	0.4865	0.4558	5.133	24.5%	| Collar ; Phage Tail Collar Domain
WP_010938833.1	133	PF09959.10	133	0.4863	0.1884	3.987	14.3%	| DUF2193 ; Uncharacterized protein conserved in archaea (DUF2193)
WP_010939876.1	208	PF16823.6	141	0.4862	0.6607	4.905	12.8%	| PilZ_2 ; Atypical PilZ domain, cyclic di-GMP receptor
WP_010938236.1	128	PF14593.7	95	0.4862	0.5641	3.752	11.6%	| PH_3 ; PH domain
WP_014524246.1	130	PF11180.9	129	0.4860	0.4024	4.148	12.4%	| DUF2968 ; Protein of unknown function (DUF2968)
WP_014524519.1	302	PF10460.10	285	0.4858	0.4238	5.111	10.9%	| Peptidase_M30 ; Peptidase M30
WP_010938151.1	248	PF13166.7	247	0.4855	0.2192	5.081	8.1%	| AAA_13 ; AAA domain
WP_010937346.1	57	PF07870.12	49	0.4855	0.5077	3.071	10.2%	| DUF1657 ; Protein of unknown function (DUF1657)
WP_014524380.1	202	PF16226.6	201	0.4851	0.3453	4.432	10.9%	| DUF4885 ; Domain of unknown function (DUF4885)
WP_164928124.1	135	PF04216.13	135	0.4848	0.3117	4.052	10.4%	| FdhE ; Protein involved in formate dehydrogenase formation
WP_010937717.1	201	PF03915.14	199	0.4846	0.2825	4.344	8.0%	| AIP3 ; Actin interacting protein 3
WP_014524301.1	311	PF09992.10	168	0.4840	0.7718	8.773	8.9%	| NAGPA ; Phosphodiester glycosidase
WP_010938676.1	71	PF08869.12	71	0.4836	0.3770	4.539	14.1%	| XisI ; XisI protein
WP_011792587.1	225	PF07961.12	155	0.4832	0.4649	4.138	9.0%	| MBA1 ; MBA1-like protein
WP_014524444.1	107	PF00891.19	95	0.4829	0.3036	6.499	12.6%	| Methyltransf_2 ; O-methyltransferase domain
WP_014524652.1	72	PF08968.11	67	0.4827	0.3433	3.026	13.4%	| DUF1885 ; Domain of unknown function (DUF1885)
WP_010937532.1	109	PF00211.21	105	0.4827	0.3407	3.901	5.7%	| Guanylate_cyc ; Adenylate and Guanylate cyclase catalytic domain
WP_010940096.1	121	PF02996.18	97	0.4821	0.4930	3.781	13.4%	| Prefoldin ; Prefoldin subunit
WP_010939008.1	110	PF04157.17	110	0.4804	0.3005	3.670	8.2%	| EAP30 ; EAP30/Vps36 family
WP_164928126.1	155	PF08416.14	124	0.4801	0.5365	3.930	7.3%	| PTB ; Phosphotyrosine-binding domain
WP_010940013.1	1014	PF11573.9	945	0.4782	0.4143	7.346	8.4%	| Med23 ; Mediator complex subunit 23
WP_011792157.1	74	PF17376.3	71	0.4780	0.4594	3.521	7.0%	| DUF5398 ; Family of unknown function (DUF5398)
WP_010939305.1	179	PF18474.2	150	0.4779	0.4152	4.361	10.7%	| DUF5614 ; Family of unknown function (DUF5614)
WP_010939043.1	80	PF07295.12	80	0.4776	0.3315	4.943	11.2%	| DUF1451 ; Zinc-ribbon containing domain
WP_010940097.1	64	PF17604.3	63	0.4775	0.3727	4.206	11.1%	| DUF5500 ; Family of unknown function (DUF5500)
WP_010939597.1	140	PF15877.6	132	0.4774	0.2032	3.616	12.1%	| TMEM232 ; Transmembrane protein family 232
WP_010939950.1	60	PF04969.17	60	0.4766	0.4247	3.807	5.0%	| CS ; CS domain
WP_014524278.1	229	PF05818.13	184	0.4765	0.4988	5.440	10.9%	| TraT ; Enterobacterial TraT complement resistance protein
WP_014524486.1	46	PF10084.10	46	0.4746	0.2714	5.228	15.2%	| DUF2322 ; Uncharacterized protein conserved in bacteria (DUF2322)
WP_010940656.1	78	PF11197.9	67	0.4733	0.4998	4.121	13.4%	| DUF2835 ; Protein of unknown function (DUF2835)
WP_010939117.1	354	PF07095.12	310	0.4727	0.2836	4.005	11.0%	| IgaA ; Intracellular growth attenuator protein IgaA
WP_010939166.1	213	PF16715.6	195	0.4713	0.4698	5.400	6.2%	| CDPS ; Cyclodipeptide synthase
WP_010938073.1	115	PF15866.6	111	0.4704	0.2748	2.939	6.3%	| DUF4729 ; Domain of unknown function (DUF4729)
WP_164928120.1	83	PF01325.20	59	0.4698	0.5625	2.948	6.8%	| Fe_dep_repress ; Iron dependent repressor, N-terminal DNA binding domain
WP_010938650.1	122	PF08657.11	120	0.4694	0.2593	3.449	2.5%	| DASH_Spc34 ; DASH complex subunit Spc34
WP_010938547.1	72	PF11577.9	67	0.4685	0.4780	3.313	9.0%	| NEMO ; NF-kappa-B essential modulator NEMO
WP_010938243.1	85	PF07379.12	78	0.4684	0.2787	3.043	3.8%	| DUF1494 ; Protein of unknown function (DUF1494)
WP_010939826.1	122	PF03693.15	80	0.4681	0.6528	3.583	10.0%	| ParD_antitoxin ; Bacterial antitoxin of ParD toxin-antitoxin type II system and RHH
WP_010939139.1	98	PF15458.7	97	0.4673	0.1889	2.891	6.2%	| NTR2 ; Nineteen complex-related protein 2
WP_010940526.1	420	PF01916.18	237	0.4659	0.6100	8.729	9.7%	| DS ; Deoxyhypusine synthase
WP_010938238.1	249	PF09657.11	243	0.4648	0.3249	3.700	7.8%	| Cas_Csx8 ; CRISPR-associated protein Csx8 (Cas_Csx8)
WP_014524588.1	299	PF09544.11	197	0.4646	0.4825	6.152	7.1%	| DUF2381 ; Protein of unknown function (DUF2381)
WP_010939909.1	246	PF00603.18	246	0.4641	0.2246	3.275	7.7%	| Flu_PA ; Influenza RNA-dependent RNA polymerase subunit PA
WP_010939412.1	183	PF09660.11	165	0.4641	0.2241	4.049	7.3%	| DUF2397 ; Protein of unknown function (DUF2397)
WP_010938812.1	328	PF05482.13	325	0.4635	0.3393	4.207	9.8%	| Serendipity_A ; Serendipity locus alpha protein (SRY-A)
WP_010939907.1	362	PF02738.19	356	0.4627	0.3449	5.822	10.1%	| Ald_Xan_dh_C2 ; Molybdopterin-binding domain of aldehyde dehydrogenase
WP_010940178.1	78	PF16681.6	75	0.4617	0.4465	4.807	13.3%	| Ig_5 ; Ig-like domain on T-cell surface glycoprotein CD3 epsilon chain
WP_010939429.1	338	PF04489.14	310	0.4608	0.3948	6.315	11.0%	| DUF570 ; Protein of unknown function (DUF570)
WP_014524391.1	58	PF00571.29	56	0.4605	0.4667	4.338	5.4%	| CBS ; CBS domain
WP_010939686.1	586	PF11573.9	582	0.4594	0.2776	5.746	9.1%	| Med23 ; Mediator complex subunit 23
WP_010940027.1	61	PF14145.7	56	0.4591	0.4681	3.168	12.5%	| YrhK ; YrhK-like protein
WP_014524461.1	79	PF04059.13	71	0.4589	0.4088	4.748	5.6%	| RRM_2 ; RNA recognition motif 2
WP_010940069.1	469	PF01044.20	428	0.4582	0.3081	6.314	4.2%	| Vinculin ; Vinculin family
WP_010937706.1	262	PF04632.13	254	0.4579	0.2491	4.375	8.7%	| FUSC ; Fusaric acid resistance protein family
WP_010937444.1	240	PF03395.15	240	0.4579	0.1838	2.894	8.3%	| Pox_P4A ; Poxvirus P4A protein
WP_014524543.1	183	PF02331.16	178	0.4572	0.3391	5.288	7.9%	| P35 ; Apoptosis preventing protein
WP_010938240.1	964	PF03805.14	918	0.4572	0.3813	8.008	6.8%	| CLAG ; Cytoadherence-linked asexual protein
WP_010938714.1	153	PF10039.10	135	0.4568	0.3312	3.558	13.3%	| DUF2275 ; Predicted integral membrane protein (DUF2275)
WP_014524579.1	524	PF05482.13	499	0.4565	0.4549	7.028	5.6%	| Serendipity_A ; Serendipity locus alpha protein (SRY-A)
WP_010939734.1	527	PF15718.6	522	0.4562	0.3090	4.828	8.6%	| MNR ; Protein moonraker
WP_010938030.1	151	PF05847.12	145	0.4550	0.2427	3.867	9.0%	| Baculo_LEF-3 ; Nucleopolyhedrovirus late expression factor 3 (LEF-3)
WP_014524325.1	205	PF14533.7	167	0.4546	0.4530	5.175	6.6%	| USP7_C2 ; Ubiquitin-specific protease C-terminal
WP_011792331.1	161	PF16240.6	160	0.4538	0.3248	5.023	8.8%	| DUF4899 ; Domain of unknown function (DUF4899)
WP_010940103.1	357	PF15146.7	311	0.4526	0.3903	5.519	9.3%	| FANCAA ; Fanconi anemia-associated
WP_010940223.1	219	PF06152.12	200	0.4517	0.3166	3.784	6.5%	| Phage_min_cap2 ; Phage minor capsid protein 2
WP_010939173.1	580	PF14314.7	498	0.4505	0.3987	6.162	7.4%	| Methyltrans_Mon ; Virus-capping methyltransferase
WP_150103628.1	303	PF15962.6	292	0.4493	0.1796	4.459	8.6%	| DUF4765 ; Domain of unknown function (DUF4765)
WP_010938517.1	81	PF15409.7	81	0.4482	0.4266	7.199	7.4%	| PH_8 ; Pleckstrin homology domain
WP_010940106.1	233	PF03999.13	206	0.4478	0.2393	5.091	5.3%	| MAP65_ASE1 ; Microtubule associated protein (MAP65/ASE1 family)
WP_014524556.1	97	PF11221.9	97	0.4476	0.3597	3.663	5.2%	| Med21 ; Subunit 21 of Mediator complex
WP_010939985.1	275	PF05544.12	270	0.4476	0.3983	5.306	6.3%	| Pro_racemase ; Proline racemase
WP_010937803.1	82	PF03692.16	71	0.4476	0.3527	3.929	12.7%	| CxxCxxCC ; Putative zinc- or iron-chelating domain
WP_010939277.1	331	PF02265.17	242	0.4471	0.5435	6.238	6.6%	| S1-P1_nuclease ; S1/P1 Nuclease
WP_164561746.1	73	PF13944.7	73	0.4469	0.3356	4.188	11.0%	| Calycin_like ; Calycin-like beta-barrel domain
WP_011176612.1	989	PF00873.20	815	0.4465	0.4351	8.090	7.0%	| ACR_tran ; AcrB/AcrD/AcrF family
WP_014524389.1	80	PF14552.7	75	0.4464	0.4435	4.680	4.0%	| Tautomerase_2 ; Tautomerase enzyme
WP_014524689.1	826	PF14631.7	801	0.4446	0.3141	5.884	8.0%	| FancD2 ; Fanconi anaemia protein FancD2 nuclease
WP_011792318.1	157	PF02876.18	105	0.4446	0.5774	4.405	5.7%	| Stap_Strp_tox_C ; Staphylococcal/Streptococcal toxin, beta-grasp domain
WP_010937941.1	288	PF01044.20	269	0.4434	0.2137	4.777	8.6%	| Vinculin ; Vinculin family
WP_010940669.1	528	PF05679.17	402	0.4426	0.4400	9.018	9.0%	| CHGN ; Chondroitin N-acetylgalactosaminyltransferase
WP_010940664.1	94	PF07855.13	93	0.4422	0.3392	3.507	14.0%	| ATG101 ; Autophagy-related protein 101
WP_010940614.1	139	PF06750.14	84	0.4422	0.6520	4.333	19.0%	| DiS_P_DiS ; Bacterial Peptidase A24 N-terminal domain
WP_010937548.1	129	PF12685.8	91	0.4397	0.2810	3.115	15.4%	| SpoIIIAH ; SpoIIIAH-like protein
WP_164928114.1	524	PF00311.18	519	0.4391	0.3259	4.530	7.7%	| PEPcase ; Phosphoenolpyruvate carboxylase
WP_010938985.1	122	PF15186.7	122	0.4386	0.3992	4.679	10.7%	| TEX13 ; Testis-expressed sequence 13 protein family
WP_010937627.1	86	PF10752.10	83	0.4384	0.4438	3.862	10.8%	| DUF2533 ; Protein of unknown function (DUF2533)
WP_010940532.1	222	PF11307.9	158	0.4383	0.5081	4.289	15.2%	| DUF3109 ; Protein of unknown function (DUF3109)
WP_010938484.1	73	PF04248.13	68	0.4370	0.3961	6.039	4.4%	| NTP_transf_9 ; Domain of unknown function (DUF427)
WP_010938304.1	406	PF13779.7	392	0.4368	0.2513	3.865	10.2%	| DUF4175 ; Domain of unknown function (DUF4175)
WP_010939329.1	432	PF15146.7	355	0.4365	0.4311	5.841	7.6%	| FANCAA ; Fanconi anemia-associated
WP_014524572.1	73	PF07899.12	72	0.4354	0.1650	3.859	9.7%	| Frigida ; Frigida-like protein
WP_014524664.1	902	PF04762.13	625	0.4345	0.4136	21.075	6.9%	| IKI3 ; IKI3 family
WP_011791504.1	200	PF04612.13	153	0.4345	0.5306	4.801	5.2%	| T2SSM ; Type II secretion system (T2SS), protein M
WP_010938817.1	330	PF17643.2	326	0.4345	0.2390	5.015	7.7%	| TssR ; Type VI secretion system, TssR
WP_010938777.1	112	PF12210.9	95	0.4324	0.4700	4.043	13.7%	| Hrs_helical ; Hepatocyte growth factor-regulated tyrosine kinase substrate
WP_010937461.1	98	PF13758.7	90	0.4324	0.4345	3.466	5.6%	| Prefoldin_3 ; Prefoldin subunit
WP_150103627.1	214	PF12072.9	192	0.4323	0.4587	5.352	9.9%	| RNase_Y_N ; RNase Y N-terminal region
WP_010939962.1	79	PF15250.7	69	0.4321	0.1116	3.474	11.6%	| Raftlin ; Raftlin
WP_011792600.1	81	PF17274.3	74	0.4312	0.4526	3.617	5.4%	| DUF5339 ; Family of unknown function (DUF5339)
WP_014524399.1	1266	PF11573.9	876	0.4311	0.4328	11.333	7.9%	| Med23 ; Mediator complex subunit 23
WP_010939980.1	109	PF17891.2	52	0.4311	0.8006	3.871	17.3%	| FluMu_N ; Mu-like prophage FluMu N-terminal domain
WP_014524323.1	113	PF02561.15	103	0.4308	0.4289	4.193	5.8%	| FliS ; Flagellar protein FliS
